Year,cluster,DivisionNm,StateAb,Metro_Area,Metro,ALP,COAL,GRN,Other,Household_Standalone,Language_English_Only,Household_Flat,Education_Diploma_or_Certificate,Education_Bachelor,Religion_Anglican_Uniting_Presbyterian,Income_1_to_999,Household_Rented,Australian_Citizens,Household_Semi_detached,Household_Owned_outright,Education_Postgraduate,Age_Gen_Y,Language_Chinese,Income_2000_or_more,Age_Baby_Boomers,Income_1000_to_1999,Relationship_Group_Household,Religion_No_Religion_Secular,Household_Owned_with_a_mortgage,Religion_Islam,Relationship_Living_Alone,Religion_Catholic,Relationship_De_Facto,Relationship_Married,Language_South_Asian,Language_Arabic,Relationship_Child_under_15,Relationship_Non_dependent_Child,Education_Not_Stated,Household_Social_or_community,Age_Silent_Gen,Religion_Other_Christianity,Age_Gen_Z,Religion_Buddhism
2007,2,Capricornia,QLD,Non Metropolitan,No,12.401986529010417,-5.765113454144583,-4.660502220289592,-1.2423302922970296,88.82274726398691,90.46411503253402,5.815689884422625,6.706739268792872,11.39240506329114,35.3617252476282,63.261587313042384,28.366574613889743,88.36400874980842,2.583614605707272,33.56448808427943,1.5741460999929284,22.87727472902135,0.19436819885469064,4.4499972937377095,26.040231272995893,14.921428184819671,2.6071965552258076,16.21668686699823,29.125498619208347,0.1420988841058219,9.11023119976699,25.4475418286176,8.182125904292585,37.82954035565562,0.13793872176784494,0.01114656337517939,23.395495658608393,5.281304857792857,20.565730853546427,4.98312365756367,12.180898668901737,8.688232262019197,14.311792365718182,0.4534626154553434
2010,1,Casey,VIC,Greater Melbourne,Yes,-2.3989570476363298,4.5198741971518714,-0.44919556966752694,0,88.52437787322211,89.18557570324904,3.893553191030151,57.829465342458704,19.57323453232474,22.8578376242439,60.68847434539125,14.866294002115124,90.2876030545952,7.336024000172663,34.131180799861866,3.4082917374225974,21.06151110300488,0.979193096270862,4.274822158316937,25.01633912422294,21.16316028454669,1.808261761312652,30.113377306301103,46.552133468586106,0.3100398188394784,7.718561722856044,22.170126751572997,6.900557620817844,40.79204589155236,0.5598644778523082,0.21346257568045943,20.009453916164595,7.728977054223818,13.537110413557691,1.5906589256037813,8.569300685483258,12.523936897778048,19.66850576809083,1.0820997598711206
2016,0,Bruce,VIC,Greater Melbourne,Yes,10.012251364145662,-2.109139500852848,-3.030869720013344,-4.51298716513024,73.99188194681537,38.19138701106729,10.339137362012064,38.42504109808743,30.33907592788121,9.13417734423284,54.102179043182446,27.908652934258942,71.17981000197517,14.874246045294184,36.00015173931186,11.718635142540196,24.495099069491943,14.4562883484444,5.35413282662662,20.32214303456446,18.678935915903033,4.473022467610561,22.96414758934431,28.712871287128714,8.022351209628605,7.153692669327065,19.364252081886473,3.2806264691412017,41.999672005685234,12.20523864440041,1.5737596289240454,17.12745312414585,7.364839009457169,14.458507638229907,2.5587041462766966,6.634567004859532,8.142135343328087,18.38724675341218,8.435224181103417
2022,2,Bass,TAS,Non Metropolitan,No,-3.839779896956326,3.817755682731352,-0.6641925766524519,4.593350746318,85.49163094837257,86.36137347657612,6.0064212039337646,51.26404679282757,22.74675108046512,19.438573108781785,55.556374214635824,23.08948568446248,87.64298622317003,7.692715926963298,35.51972218995658,8.426449460827955,20.76434163506915,1.1319330786909807,6.823271588829659,23.208489047709975,23.985818776942995,3.5812392559868296,48.932734058735896,31.649399324681937,1.1005450195081743,12.981162868095456,11.153973322903123,10.100858390461047,35.57775666704592,3.4286764250361275,0.13011770920643911,17.05146394208357,5.768350288775132,13.284794079371547,5.304371972305143,3.1061040035643814,7.431404055537899,18.764832646826154,1.0417643375052328
2007,1,Tangney,WA,Greater Perth,Yes,-11.80289578971916,9.474653742093937,1.0378367969787838,2.090332989578907,86.1987491313412,77.39877361535216,3.3240676395645123,13.57355920756416,23.84201936064836,27.824769913262266,60.661753586514905,17.81792911744267,83.23044586408923,10.435487607134585,41.61223071577484,5.114531742458352,25.54524611602672,7.66614532906333,5.83923944712726,29.041442843308474,17.637688903227108,2.247758443491512,20.046513937628287,35.81885568681955,1.373899225319473,8.353120459297587,24.91226908561213,4.513236701279371,43.23280292022539,1.1320473672451032,0.4344480027804672,18.24166282737357,7.010844526349364,13.04592525889239,1.3759555246699096,12.883948450963029,9.386380189366353,10.515076520688314,3.791465271800305
2010,1,Pearce,WA,Greater Perth,Yes,-8.617094892960779,9.128093733140725,1.351936138252336,-1.0423042021336435,94.88589977840844,85.61527268947957,1.0710259301014655,56.218092391981074,16.02073216286888,27.0725051975052,52.445970920076626,17.04505695292151,81.8211939891243,3.411343933444777,27.71060918244373,2.674013198854439,19.837577962577964,0.43781016966768,7.134960886406022,22.98531704781705,22.321330621682517,1.6004458384835776,27.41943866943867,48.938692998483845,1.0109147609147608,6.563971392030637,20.830951143451145,8.599538442851937,40.189052664670875,0.490425338425962,0.4319640398056487,23.643014839848245,5.935224812626375,19.06207197111194,2.715468646736384,8.172427234927236,9.580951143451143,23.046387733887737,1.1298076923076923
2016,1,Cowan,WA,Greater Perth,Yes,7.383038941127595,0.2896770943193019,-2.869893898668301,-2.3213627761416307,88.81117446773598,68.56269361912703,0.30971817697009474,56.17309269893355,21.66656149428914,15.242782285671677,49.91997934950955,16.31250769167658,82.42734834156956,10.239159863806046,26.60294539935185,3.9565848425569503,22.563000718458973,2.4132484629098623,7.139907072792979,19.48853854600171,24.567200137669936,2.213266622930019,28.199757319396145,50.7568609755097,4.206915719331069,6.3161006135146245,23.52713887702601,6.8618474648364565,39.251238203721464,2.6430493699116724,1.5652221069828294,21.529965611459964,7.499873836593156,13.958477945352431,2.7710546826927023,4.29787580148843,10.657610206142936,22.491154821130827,4.2591123855232205
2022,2,McPherson,QLD,Non Metropolitan,No,-10.558654672445384,7.079530738128426,3.654618088439216,-5.084270217551145,55.32504160901473,83.80246111553944,20.25907944112845,50.29783954457129,25.602406156224333,17.014460377622257,47.68594370067929,27.650437911502884,84.69665242983291,24.079552815201197,31.086497996803804,7.348658107680132,21.15544472152951,2.185886523319801,10.873441873608169,20.5503398366828,26.80877154449548,4.646534435732532,44.53036896928773,36.55248050111602,0.3781988974016175,9.338675043772202,19.24134984645238,10.689603282774035,35.857720849591345,0.6359947828137107,0.13989397573310272,17.986376552924618,6.000979241744274,12.154985979228616,1.821963043787847,2.6966896484279497,7.780287303724047,19.159209818590774,1.3348843198485472
2007,0,Swan,WA,Greater Perth,Yes,-2.854052475005652,2.546323423767504,2.3120118262986313,-1.5595507040547671,62.17852323115481,72.62697996351308,16.200115673799885,11.493058711998234,21.01736295988468,22.560388364718317,61.81645837551306,31.983805668016196,76.56399254607808,21.359167148640832,27.00597647966069,4.233601288261497,24.14200812772588,4.7652231104708065,4.006000257679777,23.29243369795867,15.39176529053395,7.155742633794348,21.24730846024351,28.9955658376711,3.4647457228986416,16.047363022178203,24.809145362721686,8.452124084751159,32.763255632980794,0.5739251626643281,0.8769388570041576,15.303668069753458,5.048459552191291,19.425217199329897,7.663389242336611,12.062390866879126,8.847042242493051,10.123638527613126,3.2768273108092236
2010,2,Forrest,WA,Non Metropolitan,No,-9.640315110457298,10.989603844148832,1.7875437266922578,-2.3920410056500057,88.7298961675668,89.12440016354286,3.0671423162006497,60.78688860085954,16.892352820792688,28.690076598674583,56.88671333770874,24.62482810849593,85.95318685101256,6.594654921577615,30.63156426251071,1.969779657548264,18.843864304669008,0.3471699195914298,7.199372857872092,24.940830524277416,20.185225698242544,2.4409856295529635,28.804113951286684,36.96713633736572,0.37940729265283873,9.17001711715298,21.048856757609663,9.405676525616018,39.0486047529955,0.23168571080171865,0.10329022401067332,21.90597508060985,5.022889216193623,14.637765195443071,4.330669430217032,9.038227067345622,8.460997790974552,21.337588754213584,0.9280775740884184
